,address,days_listed,dealer_rating,make,market_price,mileage,price,year
863,"Saugerties, NY",< 1 day on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2013 Chevrolet Avalanche Black Diamond LT 4WD           Viewed
","Instant Market Value of $33,299","Mileage: 43,400 mi","$30,000 
 $544/est. mo
","2013 Chevrolet Avalanche Black Diamond LT 4WD           Viewed
"
864,"Syracuse, NY",400 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2012 Volvo XC70 3.2 Premier Plus AWD           Viewed
","Instant Market Value of $21,903","Mileage: 77,858 mi","$19,999 
 $363/est. mo
","2012 Volvo XC70 3.2 Premier Plus AWD           Viewed
"
865,"Schenectady, NY",100 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2003 Chevrolet Silverado 1500 Ext Cab Short Bed 2WD           Viewed
","Instant Market Value of $6,218","Mileage: 144,000 mi","$3,995 
 $73/est. mo
","2003 Chevrolet Silverado 1500 Ext Cab Short Bed 2WD           Viewed
"
866,"Scranton, PA",8 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i></span>","2013 Ford Fusion SE           Viewed
","Instant Market Value of $15,250","Mileage: 25,162 mi","$13,495 
 $245/est. mo
","2013 Ford Fusion SE           Viewed
"
867,"Vestal, NY",431 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue"">none</span>","2014 Chevrolet Impala 2LTZ           Viewed
","Instant Market Value of $25,228","Mileage: 25,947 mi","$22,989 
 $417/est. mo
","2014 Chevrolet Impala 2LTZ           Viewed
"
868,"Elmira, NY",81 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i></span>","2014 Chevrolet Impala Limited LT           Viewed
","Instant Market Value of $14,859","Mileage: 30,166 mi","$12,995 
 $236/est. mo
","2014 Chevrolet Impala Limited LT           Viewed
"
869,"Hortonville, NY",7 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue"">none</span>","2013 Ford Explorer XLT 4WD           Viewed
","Instant Market Value of $26,713","Mileage: 48,659 mi","$23,999 
 $435/est. mo
","2013 Ford Explorer XLT 4WD           Viewed
"
870,"Rome, NY",327 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2013 Nissan Altima            Viewed
","Instant Market Value of $15,492","Mileage: 36,000 mi","$13,200 
 $239/est. mo
","2013 Nissan Altima            Viewed
"
871,"Binghamton, NY",105 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2014 Nissan Maxima SV           Viewed
","Instant Market Value of $19,200","Mileage: 42,361 mi","$15,995 
 $290/est. mo
","2014 Nissan Maxima SV           Viewed
"
872,"Syracuse, NY",133 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2010 BMW 5 Series 535i xDrive           Viewed
","Instant Market Value of $13,910","Mileage: 127,035 mi","$11,888 
 $216/est. mo
","2010 BMW 5 Series 535i xDrive           Viewed
"
873,"Watervliet, NY",141 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i></span>","2011 Buick Regal CXL           Viewed
","Instant Market Value of $11,499","Mileage: 81,380 mi","$9,700 
 $176/est. mo
","2011 Buick Regal CXL           Viewed
"
874,"Elmira, NY",60 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i></span>","2013 Honda CR-V LX AWD           Viewed
","Instant Market Value of $17,457","Mileage: 38,079 mi","$15,998 
 $290/est. mo
","2013 Honda CR-V LX AWD           Viewed
"
875,"Scranton, PA",465 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue"">none</span>","2013 Hyundai Santa Fe Sport AWD           Viewed
","Instant Market Value of $19,272","Mileage: 44,153 mi","$16,960 $17,482
 $308/est. mo
","2013 Hyundai Santa Fe Sport AWD           Viewed
"
876,"Auburn, NY",17 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2016 Honda Accord Touring           Viewed
","Instant Market Value of $31,198","Mileage: 11,814 mi","$27,995 
 $507/est. mo
","2016 Honda Accord Touring           Viewed
"
877,"Kingston, NY",23 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue"">none</span>","2014 Hyundai Accent GLS           Viewed
","Instant Market Value of $11,072","Mileage: 42,228 mi","$9,307 
 $169/est. mo
","2014 Hyundai Accent GLS           Viewed
"
878,"Painted Post, NY",10 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2015 GMC Acadia SLT1 AWD           Viewed
","Instant Market Value of $33,891","Mileage: 26,890 mi","$31,595 
 $572/est. mo
","2015 GMC Acadia SLT1 AWD           Viewed
"
879,"Watertown, NY",51 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i></span>","2014 Nissan Juke            Viewed
","Instant Market Value of $17,247","Mileage: 16,618 mi","$14,995 
 $272/est. mo
","2014 Nissan Juke            Viewed
"
880,"Carthage, NY",24 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2016 Ford F-150 XLT SuperCrew 4WD           Viewed
","Instant Market Value of $37,797","Mileage: 11,402 mi","$33,750 
 $611/est. mo
","2016 Ford F-150 XLT SuperCrew 4WD           Viewed
"
881,"Sidney, NY",21 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2013 Cadillac XTS Luxury           Viewed
","Instant Market Value of $29,532","Mileage: 18,108 mi","$26,999 
 $489/est. mo
","2013 Cadillac XTS Luxury           Viewed
"
882,"Boonville, NY",9 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue"">none</span>","2008 BMW 3 Series 328xi Coupe SULEV           Viewed
","Instant Market Value of $12,385","Mileage: 92,500 mi","$10,495 
 $190/est. mo
","2008 BMW 3 Series 328xi Coupe SULEV           Viewed
"
883,"Glenmont, NY",115 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2013 Chevrolet Camaro LT1 Convertible           Viewed
","Instant Market Value of $21,749","Mileage: 15,027 mi","$19,579 
 $355/est. mo
","2013 Chevrolet Camaro LT1 Convertible           Viewed
"
884,"Binghamton, NY",3 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2012 Ford Explorer XLT 4WD           Viewed
","Instant Market Value of $20,234","Mileage: 82,641 mi","$17,497 
 $317/est. mo
","2012 Ford Explorer XLT 4WD           Viewed
"
885,"Albany, NY",2 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2011 Ford Explorer XLT           Viewed
","Instant Market Value of $15,616","Mileage: 120,893 mi","$12,995 
 $236/est. mo
","2011 Ford Explorer XLT           Viewed
"
886,"East Syracuse, NY",7 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2010 Hyundai Santa Fe GLS           Viewed
","Instant Market Value of $12,597","Mileage: 66,424 mi","$10,888 
 $198/est. mo
","2010 Hyundai Santa Fe GLS           Viewed
"
887,"Oswego, NY",260 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2014 Chevrolet Impala Limited LTZ           Viewed
","Instant Market Value of $16,491","Mileage: 37,092 mi","$14,385 
 $261/est. mo
","2014 Chevrolet Impala Limited LTZ           Viewed
"
888,"Rensselaer, NY",7 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2010 Volkswagen Jetta Limited Edition PZEV           Viewed
","Instant Market Value of $9,851","Mileage: 71,832 mi","$7,995 
 $145/est. mo
","2010 Volkswagen Jetta Limited Edition PZEV           Viewed
"
889,"Endicott, NY",72 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2014 Chevrolet Cruze 1LT           Viewed
","Instant Market Value of $13,327","Mileage: 30,872 mi","$11,775 
 $214/est. mo
","2014 Chevrolet Cruze 1LT           Viewed
"
890,"Johnstown, NY",41 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2010 Toyota Sienna LE           Viewed
","Instant Market Value of $12,034","Mileage: 90,300 mi","$9,999 
 $182/est. mo
","2010 Toyota Sienna LE           Viewed
"
891,"Sidney, NY",140 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2015 Fiat 500 Sport           Viewed
","Instant Market Value of $12,752","Mileage: 8,900 mi","$10,975 
 $199/est. mo
","2015 Fiat 500 Sport           Viewed
"
892,"Scranton, PA",2 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2007 Mazda MAZDA6 i Sport - Sport           Viewed
","Instant Market Value of $5,702","Mileage: 122,203 mi","$3,995 
 $73/est. mo
","2007 Mazda MAZDA6 i Sport - Sport           Viewed
"
893,"Cortland, NY",45 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue"">none</span>","2003 Lexus ES 300 Base           Viewed
","Instant Market Value of $8,355","Mileage: 81,460 mi","$6,495 
 $118/est. mo
","2003 Lexus ES 300 Base           Viewed
"
894,"Troy, NY",148 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2014 Jeep Grand Cherokee Limited 4WD           Viewed
","Instant Market Value of $30,691","Mileage: 21,020 mi","$28,500 
 $516/est. mo
","2014 Jeep Grand Cherokee Limited 4WD           Viewed
"
895,"Round Lake, NY",64 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2011 Chevrolet Avalanche LTZ 4WD           Viewed
","Instant Market Value of $25,769","Mileage: 101,000 mi","$22,997 $23,891
 $417/est. mo
","2011 Chevrolet Avalanche LTZ 4WD           Viewed
"
896,"Vestal, NY",124 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i></span>","2011 Ford Escape XLT 4WD           Viewed
","Instant Market Value of $13,118","Mileage: 70,130 mi","$11,500 
 $209/est. mo
","2011 Ford Escape XLT 4WD           Viewed
"
897,"Tunkhannock, PA",98 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i></span>","2016 Chrysler Town & Country Touring           Viewed
","Instant Market Value of $25,510","Mileage: 12,577 mi","$23,599 
 $428/est. mo
","2016 Chrysler Town & Country Touring           Viewed
"
898,"Troy, NY",4 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2010 Ford Explorer XLT 4WD           Viewed
","Instant Market Value of $12,081","Mileage: 100,450 mi","$9,995 
 $181/est. mo
","2010 Ford Explorer XLT 4WD           Viewed
"
899,"Oneonta, NY",4 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2011 Nissan Versa            Viewed
","Instant Market Value of $8,587","Mileage: 54,795 mi","$6,488 
 $118/est. mo
","2011 Nissan Versa            Viewed
"
900,"Vestal, NY",22 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i></span>","2010 Ford F-150            Viewed
","Instant Market Value of $18,364","Mileage: 95,796 mi","$14,990 
 $272/est. mo
","2010 Ford F-150            Viewed
"
901,"Eynon, PA",49 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue"">none</span>","2014 Ford F-150            Viewed
","Instant Market Value of $31,990","Mileage: 9,767 mi","$26,999 
 $489/est. mo
","2014 Ford F-150            Viewed
"
902,"Hudson, NY",134 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2006 Lexus GS 300 RWD           Viewed
","Instant Market Value of $10,584","Mileage: 143,925 mi","$8,495 
 $154/est. mo
","2006 Lexus GS 300 RWD           Viewed
"
903,"Kingston, NY",36 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2013 Chevrolet Captiva Sport LT           Viewed
","Instant Market Value of $15,328","Mileage: 40,989 mi","$13,600 
 $247/est. mo
","2013 Chevrolet Captiva Sport LT           Viewed
"
904,"East Syracuse, NY",37 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2007 Toyota Camry LE           Viewed
","Instant Market Value of $8,571","Mileage: 93,046 mi","$6,995 
 $127/est. mo
","2007 Toyota Camry LE           Viewed
"
905,"Scranton, PA",149 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue"">none</span>","2015 Toyota Tacoma Double Cab V6 4WD           Viewed
","Instant Market Value of $31,663","Mileage: 9,755 mi","$28,875 
 $523/est. mo
","2015 Toyota Tacoma Double Cab V6 4WD           Viewed
"
906,"Apalachin, NY",18 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2014 Mitsubishi Outlander Sport ES           Viewed
","Instant Market Value of $13,657","Mileage: 33,000 mi","$11,900 
 $216/est. mo
","2014 Mitsubishi Outlander Sport ES           Viewed
"
907,"Troy, NY",220 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2015 Chrysler 300 Limited           Viewed
","Instant Market Value of $22,859","Mileage: 15,695 mi","$20,500 
 $372/est. mo
","2015 Chrysler 300 Limited           Viewed
"
908,"Schenectady, NY",32 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue"">none</span>","2015 Jeep Compass Sport 4WD           Viewed
","Instant Market Value of $18,731","Mileage: 9,695 mi","$16,922 
 $307/est. mo
","2015 Jeep Compass Sport 4WD           Viewed
"
909,"Tunkhannock, PA",25 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i></span>","2011 Dodge Nitro Heat 4WD           Viewed
","Instant Market Value of $12,565","Mileage: 106,432 mi","$10,829 
 $197/est. mo
","2011 Dodge Nitro Heat 4WD           Viewed
"
910,"Farmington, NY",114 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2012 Jeep Grand Cherokee Laredo 4WD           Viewed
","Instant Market Value of $20,246","Mileage: 66,699 mi","$17,999 $18,999
 $326/est. mo
","2012 Jeep Grand Cherokee Laredo 4WD           Viewed
"
911,"Apalachin, NY",9 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2006 Mazda MX-5 Miata Touring           Viewed
","Instant Market Value of $12,827","Mileage: 26,000 mi","$10,900 
 $198/est. mo
","2006 Mazda MX-5 Miata Touring           Viewed
"
912,"Albany, NY",36 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue"">none</span>","2007 Jeep Compass Sport 4X4           Viewed
","Instant Market Value of $8,322","Mileage: 81,790 mi","$6,499 
 $118/est. mo
","2007 Jeep Compass Sport 4X4           Viewed
"
913,"Albany, NY",50 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2013 Buick Regal Premium 1 Turbo           Viewed
","Instant Market Value of $16,914","Mileage: 32,649 mi","$14,995 $15,995
 $272/est. mo
","2013 Buick Regal Premium 1 Turbo           Viewed
"
914,"Peckville, PA",112 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2012 Toyota RAV4 Base 4WD           Viewed
","Instant Market Value of $16,863","Mileage: 31,566 mi","$14,999 
 $272/est. mo
","2012 Toyota RAV4 Base 4WD           Viewed
"
915,"Albany, NY",80 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2008 Honda CR-V EX AWD           Viewed
","Instant Market Value of $11,680","Mileage: 97,989 mi","$9,938 $10,738
 $180/est. mo
","2008 Honda CR-V EX AWD           Viewed
"
916,"Wolcott, NY",57 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2010 Toyota Tacoma Access Cab           Viewed
","Instant Market Value of $17,062","Mileage: 50,625 mi","$14,500 $14,875
 $263/est. mo
","2010 Toyota Tacoma Access Cab           Viewed
"
917,"Carthage, NY",23 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2016 Ford F-150 XLT SuperCrew 4WD           Viewed
","Instant Market Value of $37,729","Mileage: 12,026 mi","$33,750 
 $611/est. mo
","2016 Ford F-150 XLT SuperCrew 4WD           Viewed
"
918,"Lake Katrine, NY",72 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2010 Honda CR-V EX-L AWD           Viewed
","Instant Market Value of $13,963","Mileage: 100,155 mi","$12,235 
 $222/est. mo
","2010 Honda CR-V EX-L AWD           Viewed
"
919,"Troy, NY",3 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2014 Nissan Altima 2.5 S           Viewed
","Instant Market Value of $14,810","Mileage: 32,295 mi","$12,900 
 $234/est. mo
","2014 Nissan Altima 2.5 S           Viewed
"
920,"Glenville, NY",65 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2013 Ford Fusion S           Viewed
","Instant Market Value of $14,466","Mileage: 32,299 mi","$12,495 
 $227/est. mo
","2013 Ford Fusion S           Viewed
"
